City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Isangel,VU,-19.55,169.2667,78.15,82,10,15.66,clear sky
350,Belyy Yar,RU,53.6039,91.3903,74.86,73,40,8.95,light rain
351,Taoudenni,ML,22.6783,-3.9836,90.16,15,0,8.95,clear sky
352,Ndele,CF,8.4109,20.6473,69.98,87,99,1.34,overcast clouds
353,Marsabit,KE,2.3284,37.9899,63.84,69,86,19.19,overcast clouds
354,Redding,US,40.5865,-122.3917,85.77,16,0,5.75,clear sky
355,Inirida,CO,3.8653,-67.9239,71.82,99,100,1.25,overcast clouds
356,Sinop,TR,41.7711,34.8709,64.17,60,3,1.9,clear sky
357,Saint-Philippe,RE,-21.3585,55.7679,71.19,80,74,16.71,light rain
358,Kiruna,SE,67.8557,20.2251,41.92,75,75,10.36,broken clouds
359,Mangrul Pir,IN,20.3167,77.35,85.66,58,100,6.33,overcast clouds
360,Grand Gaube,MU,-20.0064,57.6608,75.38,64,3,8.01,clear sky
361,Makakilo City,US,21.3469,-158.0858,79.12,68,75,12.66,broken clouds
362,Capitao Poco,BR,-1.7464,-47.0594,68.27,94,54,4.43,broken clouds
363,Hanna,CA,51.6334,-111.9018,55.85,79,77,11.99,broken clouds
364,Baker City,US,44.7749,-117.8344,54.59,58,0,5.75,clear sky
365,Antofagasta,CL,-23.65,-70.4,58.28,84,82,4.43,broken clouds
366,Ust-Tsilma,RU,65.441,52.1498,63.77,50,99,10.98,overcast clouds
367,Alofi,NU,-19.0595,-169.9187,78.69,83,6,11.5,clear sky
368,Shetpe,KZ,44.1667,52.1167,85.86,23,36,12.06,scattered clouds
369,Hasaki,JP,35.7333,140.8333,73.8,82,100,9.89,overcast clouds
370,Yiyang,CN,28.5892,112.3283,79.43,75,100,11.03,overcast clouds
371,Kokopo,PG,-4.352,152.2633,84.92,64,60,6.49,broken clouds
372,Jiuquan,CN,39.7432,98.5174,89.35,6,100,6.8,overcast clouds
373,Skibbereen,IE,51.55,-9.2667,56.1,92,100,5.23,overcast clouds
374,Mehamn,NO,71.0357,27.8492,39.15,93,75,11.5,broken clouds
375,Chapais,CA,49.7834,-74.8492,65.98,77,99,10.27,overcast clouds
376,Salou,ES,41.0766,1.1416,74.05,70,0,4.61,clear sky
377,Poddorye,RU,57.4695,31.1156,54.84,70,57,9.24,broken clouds
378,Rognan,NO,67.0953,15.3878,49.75,84,99,2.48,overcast clouds
379,Saldanha,ZA,-33.0117,17.9442,42.85,71,32,8.61,scattered clouds
380,Leshukonskoye,RU,64.8989,45.7622,61.81,88,100,8.7,overcast clouds
381,Langsa,ID,4.4683,97.9683,76.62,94,100,4.43,overcast clouds
382,De Pere,US,44.4489,-88.0604,70.11,96,81,12.28,broken clouds
383,Pozo Colorado,PY,-23.4923,-58.7972,64.76,63,42,6.31,scattered clouds
384,Hobyo,SO,5.3505,48.5268,79.07,84,87,21.05,overcast clouds
385,Abai,PY,-26.0333,-55.9333,59.18,90,1,5.97,clear sky
386,Taiping,MY,4.85,100.7333,87.22,88,92,4.72,overcast clouds
387,Innisfail,AU,-17.5333,146.0333,72.48,92,100,7.99,overcast clouds
388,Catuday,PH,16.2923,119.8062,84.24,70,100,3.83,overcast clouds
389,Hofn,IS,64.2539,-15.2082,48.54,81,6,10.92,clear sky
390,Batagay-Alyta,RU,67.8006,130.4114,42.33,89,100,9.04,light rain
391,Saint-Augustin,CA,51.226,-58.6502,49.91,80,11,5.66,few clouds
392,Codrington,AU,-38.2667,141.9667,57.65,79,46,15.21,scattered clouds
393,Flin Flon,CA,54.7682,-101.865,50.81,83,55,4.14,broken clouds
394,Sinnamary,GF,5.3833,-52.95,75.81,85,67,4.63,broken clouds
395,Jiazi,CN,22.8779,116.067,81.97,82,98,12.17,light rain
396,Adrar,MR,20.5022,-10.0711,87.35,31,16,9.91,few clouds
397,Srandakan,ID,-7.9386,110.2506,84.99,69,57,6.4,broken clouds
398,Dhadar,IN,28.3305,75.0632,101.1,30,0,13.87,clear sky
399,Hopkinsville,US,36.8656,-87.4886,84.24,85,7,6.62,clear sky
400,Sept-Iles,CA,50.2001,-66.3821,66.2,68,0,3.44,clear sky
401,Bezhta,RU,42.1338,46.1283,63.1,66,27,1.25,scattered clouds
402,Khasan,RU,42.4308,130.6434,62.92,82,84,11.16,broken clouds
403,Santa Cruz,BO,-17.8,-63.1667,63.86,82,0,11.5,clear sky
404,Mochudi,BW,-24.4167,26.15,30.79,60,0,5.82,clear sky
405,Shupiyan,IN,33.7167,74.8333,72.81,49,83,3.62,broken clouds
406,Avera,US,33.194,-82.5271,82.54,69,90,7.09,overcast clouds
407,Pizarro,CO,4.9533,-77.366,75.92,89,96,1.61,moderate rain
408,Sitka,US,57.0531,-135.33,64.29,52,0,8.05,clear sky
409,Dicabisagan,PH,17.0818,122.4157,89.55,62,98,8.03,overcast clouds
410,Vengerovo,RU,55.6848,76.7471,57.69,89,100,7.78,overcast clouds
411,Mazagao,BR,-0.115,-51.2894,75.25,94,100,1.12,overcast clouds
412,Verkhnevilyuysk,RU,63.4453,120.3167,62.42,77,64,5.39,light rain
413,Ixtapa,MX,20.7,-105.2,78.22,94,100,4.61,overcast clouds
414,Vanavara,RU,60.34,102.2797,78.08,44,99,5.48,overcast clouds
415,Kaeo,NZ,-35.1,173.7833,63.32,71,12,7.23,few clouds
416,Nueva Loja,EC,0.0847,-76.8828,68.43,94,22,0.85,few clouds
417,Kunming,CN,25.0389,102.7183,66.13,88,75,13.42,broken clouds
418,Saurimo,AO,-9.6608,20.3916,55.4,45,14,5.3,few clouds
419,Vung Tau,VN,10.346,107.0843,85.37,68,81,2.15,light rain
420,Solnechnyy,RU,50.7214,136.6319,75.38,52,99,4.7,overcast clouds
421,Carauari,BR,-4.8828,-66.8958,70.25,99,23,0.45,few clouds
422,Paungde,MM,18.4833,95.5,90.16,55,100,11.79,overcast clouds
423,Wawa,NG,9.9022,4.4192,72.84,91,96,8.23,overcast clouds
424,Dondo,MZ,-19.6094,34.7431,69.31,69,6,8.59,clear sky
425,Dawlatabad,AF,36.4141,64.9053,98.04,13,1,10.33,clear sky
426,Riyadh,SA,24.6877,46.7219,89.74,12,2,5.12,clear sky
427,Sao Joao Da Barra,BR,-21.6403,-41.0511,63.59,85,58,5.68,broken clouds
428,Mpongwe,ZM,-13.5091,28.155,54.14,63,3,3.8,clear sky
429,Aripuana,BR,-9.1667,-60.6333,70.47,98,55,2.17,broken clouds
430,Salto Del Guaira,PY,-24.0625,-54.3069,58.08,77,0,5.97,clear sky
431,Ouesso,CG,1.6136,16.0517,70.84,96,100,0.81,overcast clouds
432,Kemijarvi,FI,66.7131,27.4306,43.45,96,100,14.81,light rain
433,Kaspiyskiy,RU,45.3929,47.3707,74.89,52,100,11.43,overcast clouds
434,Coahuayana,MX,18.7333,-103.6833,78.39,90,100,3.51,overcast clouds
435,Rawson,AR,-43.3002,-65.1023,45.99,80,16,10.96,few clouds
436,Tateyama,JP,34.9833,139.8667,75.09,87,100,23.29,overcast clouds
437,Fare,PF,-16.7,-151.0167,80.47,71,2,16.26,clear sky
438,Lively,CA,46.4334,-81.1498,68.92,90,85,9.24,overcast clouds
439,Kishi,NG,9.0833,3.85,70.41,97,96,2.64,moderate rain
440,Ewa Beach,US,21.3156,-158.0072,80.55,67,40,12.66,scattered clouds
441,Makungu,TZ,-8.7333,35.2833,59.95,93,27,3.24,scattered clouds
442,Iseyin,NG,7.9667,3.6,70.95,96,95,2.17,overcast clouds
443,Ancud,CL,-41.8697,-73.8203,46.22,91,80,4.65,light rain
444,Bolshaya Sosnova,RU,57.6713,54.6029,70.92,74,15,9.42,few clouds
445,Poronaysk,RU,49.2167,143.1167,62.67,60,39,14.74,scattered clouds
446,Forio,IT,40.7342,13.8646,73.69,80,96,1.01,overcast clouds
447,Hurricane,US,37.1753,-113.2899,88.27,14,0,7.23,clear sky
448,Chernyshevskiy,RU,63.0128,112.4714,72.45,38,100,4.0,overcast clouds
449,Saint Anthony,US,45.0205,-93.218,69.58,72,0,9.22,clear sky
450,Mahajanga,MG,-15.7167,46.3167,69.82,88,20,4.61,few clouds
451,Terra Santa,BR,-2.1042,-56.4869,71.64,96,49,1.34,scattered clouds
452,Vila,PT,42.0304,-8.1588,59.88,80,37,4.03,scattered clouds
453,Flinders,AU,-34.5833,150.8552,69.19,57,79,7.0,broken clouds
454,Calama,CL,-22.4667,-68.9333,39.69,24,0,19.57,clear sky
455,Chesma,RU,53.8111,60.6533,71.55,54,9,3.4,clear sky
456,Turukhansk,RU,65.8167,87.9833,70.0,66,92,7.9,light rain
457,Kerrville,US,30.0474,-99.1403,82.62,65,0,12.66,clear sky
458,Vao,NC,-22.6667,167.4833,74.25,81,88,19.6,overcast clouds
459,Langarud,IR,37.197,50.1535,77.05,49,0,3.56,clear sky
460,Kloulklubed,PW,7.0419,134.2556,82.9,73,99,10.78,moderate rain
461,Santa Vitoria,BR,-18.8386,-50.1214,67.51,73,1,3.65,clear sky
462,Phimai,TH,15.2232,102.4947,96.3,45,89,5.97,overcast clouds
463,Kyshtovka,RU,56.555,76.6271,58.84,83,100,8.61,overcast clouds
464,Kupang,ID,-10.1667,123.5833,86.63,57,38,14.79,scattered clouds
465,Maceio,BR,-9.6658,-35.7353,72.84,94,75,14.97,mist
466,Chabahar,IR,25.2919,60.643,85.28,72,6,6.93,clear sky
467,Iracoubo,GF,5.4802,-53.2011,75.63,86,82,5.12,broken clouds
468,Namibe,AO,-15.1961,12.1522,63.81,68,9,2.62,clear sky
469,Nouakchott,MR,18.0858,-15.9785,75.13,83,35,13.51,scattered clouds
470,Tromso,NO,69.6496,18.957,51.39,76,75,6.91,broken clouds
471,Phalaborwa,ZA,-23.943,31.1411,47.48,69,64,4.88,broken clouds
472,Sydney,AU,-33.8679,151.2073,69.62,47,0,11.5,clear sky
473,Nemuro,JP,43.3236,145.575,53.51,99,100,15.37,overcast clouds
474,Trindade,BR,-16.6494,-49.4889,69.55,69,24,4.99,few clouds
475,Belgaum,IN,15.8667,74.5,78.71,69,40,4.61,scattered clouds
476,Beyneu,KZ,45.3167,55.2,86.09,17,41,14.38,scattered clouds
477,College,US,64.8569,-147.8028,70.12,53,75,13.8,broken clouds
478,Pinhao,BR,-25.6956,-51.6597,48.51,87,0,2.95,clear sky
479,Broumov,CZ,50.5857,16.3318,64.42,88,53,5.12,broken clouds
480,San Pedro,PH,14.35,121.0167,91.26,64,75,6.91,broken clouds
481,Aykhal,RU,66.0,111.5,65.84,49,20,8.01,few clouds
482,Berlevag,NO,70.8578,29.0864,39.2,87,100,13.8,overcast clouds
483,Ulladulla,AU,-35.35,150.4667,59.77,53,70,12.46,broken clouds
484,Kantunilkin,MX,21.0917,-87.45,73.81,98,6,2.28,clear sky
485,Benjamin Aceval,PY,-24.9667,-57.5667,71.74,85,7,6.76,clear sky
486,Urumqi,CN,43.801,87.6005,74.35,47,20,13.42,few clouds
487,Tacoronte,ES,28.4769,-16.4102,62.15,92,100,17.27,overcast clouds
488,Berdigestyakh,RU,62.0989,126.6992,70.07,43,71,8.97,broken clouds
489,Goldsboro,US,35.3849,-77.9928,77.54,56,0,5.75,clear sky
490,Dunwoody,US,33.9462,-84.3346,82.09,72,75,3.44,broken clouds
491,Labuhan,ID,-6.8844,112.2051,86.07,69,66,10.92,broken clouds
492,Meadow Lake,US,34.8014,-106.5436,80.08,12,0,6.69,clear sky
493,Lake Oswego,US,45.4207,-122.6706,63.86,75,99,3.0,overcast clouds
494,Agua Verde,MX,22.9,-106.05,80.69,75,100,6.15,overcast clouds
495,Ojinaga,MX,29.5667,-104.4167,91.42,42,0,11.5,clear sky
496,Bathsheba,BB,13.2167,-59.5167,83.01,83,75,18.41,broken clouds
497,Dali,CN,25.7,100.1833,66.49,79,100,4.5,moderate rain
498,Qaqortoq,GL,60.7167,-46.0333,38.25,79,2,2.46,clear sky
499,Mersing,MY,2.4312,103.8405,84.11,79,40,3.44,moderate rain
500,Lakes Entrance,AU,-37.8811,147.981,56.84,79,100,9.35,overcast clouds
501,Messina,IT,38.1933,15.5497,77.2,67,20,12.66,few clouds
502,Bulgan,MN,48.8125,103.5347,72.93,55,72,2.66,broken clouds
503,Kuah,MY,6.3265,99.8432,87.78,70,20,4.61,few clouds
504,Oberndorf,DE,48.2905,8.5722,67.64,70,23,3.8,few clouds
505,Muzhi,RU,65.3667,64.6667,65.05,51,4,7.43,clear sky
506,Gorgan,IR,36.8387,54.4348,75.16,83,75,11.5,broken clouds
507,Shelburne,CA,44.0787,-80.2041,75.99,90,16,7.81,few clouds
508,Marawi,PH,7.9986,124.2928,80.71,67,29,8.14,scattered clouds
509,Kiama,AU,-34.6833,150.8667,67.24,56,74,8.99,broken clouds
510,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,86,72,7.76,broken clouds
511,Te Anau,NZ,-45.4167,167.7167,46.11,92,100,3.6,overcast clouds
512,Vilhena,BR,-12.7406,-60.1458,70.23,72,89,2.04,overcast clouds
513,Sao Filipe,CV,14.8961,-24.4956,72.52,86,80,8.61,broken clouds
514,Brasileia,BR,-11.0161,-68.7481,68.07,80,0,1.72,clear sky
515,Zhangye,CN,38.9342,100.4517,94.32,7,87,9.64,overcast clouds
516,Kahului,US,20.8947,-156.47,82.42,57,40,17.27,scattered clouds
517,Cedar City,US,37.6775,-113.0619,70.77,14,0,9.22,clear sky
518,Ludvika,SE,60.1496,15.1878,55.33,77,100,3.06,overcast clouds
519,San Cristobal,VE,7.7669,-72.225,68.18,97,98,2.64,overcast clouds
520,Porto Velho,BR,-8.7619,-63.9039,73.45,94,0,0.0,clear sky
521,Balsas,BR,-7.5325,-46.0356,71.44,77,35,1.61,scattered clouds
522,Zhanaozen,KZ,43.3,52.8,84.0,24,22,15.05,few clouds
523,Epinal,FR,48.1833,6.45,61.56,79,51,1.3,broken clouds
524,Umm Lajj,SA,25.0213,37.2685,81.72,68,0,7.67,clear sky
525,Bayir,TR,37.2687,28.2167,64.92,56,21,2.68,few clouds
526,Teknaf,BD,20.8624,92.3058,78.44,92,100,10.71,overcast clouds
527,Kraskino,RU,42.7114,130.7794,63.41,79,91,9.26,overcast clouds
528,Cartagena,CO,10.3997,-75.5144,80.22,89,75,4.61,broken clouds
529,Sorochinsk,RU,52.4338,53.1583,67.6,65,99,4.09,overcast clouds
530,Asyut,EG,27.181,31.1837,77.18,42,0,17.81,clear sky
531,Requena,ES,39.4883,-1.1004,65.79,35,99,2.44,overcast clouds
532,Ostrovnoy,RU,68.0531,39.5131,43.88,87,100,15.75,light rain
533,Pangnirtung,CA,66.1451,-65.7125,36.18,99,100,3.85,overcast clouds
534,Nabire,ID,-3.3667,135.4833,85.41,64,85,4.79,overcast clouds
535,Trogir,HR,43.5125,16.2517,68.05,73,0,2.3,clear sky
536,Kolvereid,NO,64.8655,11.6047,49.23,96,100,5.86,overcast clouds
537,Placido De Castro,BR,-10.3353,-67.1856,70.92,78,0,0.92,clear sky
538,Dunedin,NZ,-45.8742,170.5036,51.8,65,94,11.01,overcast clouds
539,Hambantota,LK,6.1241,81.1185,82.74,83,75,4.61,broken clouds
540,Hamilton,US,39.1834,-84.5333,84.56,75,0,5.75,clear sky
541,Asau,RO,46.4333,26.4,54.52,86,45,1.88,scattered clouds
542,Bulolo,PG,-7.2,146.65,81.57,71,50,3.56,scattered clouds
543,Eston,CA,51.1501,-108.7514,55.92,84,100,21.88,overcast clouds
544,Campbell River,CA,50.0163,-125.2446,53.98,94,100,8.05,mist
545,Bambous Virieux,MU,-20.3428,57.7575,74.21,83,20,10.36,few clouds
546,Baijiantan,CN,45.6333,85.1833,80.1,35,100,15.79,moderate rain
547,Kendari,ID,-3.945,122.4989,82.17,79,84,3.24,broken clouds
548,Antsohihy,MG,-14.8796,47.9875,75.47,67,0,2.59,clear sky
549,Valparaiso,CL,-33.0393,-71.6273,53.47,84,75,2.3,broken clouds
550,San Juan De La Maguana,DO,18.8059,-71.2299,71.74,86,95,2.21,overcast clouds
551,Pyaozerskiy,RU,65.8333,31.1667,47.88,96,100,14.58,overcast clouds
552,Ahipara,NZ,-35.1667,173.1667,60.1,69,1,6.98,clear sky
553,Coffs Harbour,AU,-30.3,153.1333,71.13,52,0,8.05,clear sky
554,Sungairaya,ID,0.7,108.9,82.63,79,71,3.24,broken clouds
555,Puerto Escondido,MX,15.85,-97.0667,76.03,73,100,5.75,overcast clouds
556,Linxia,CN,35.6003,103.2064,81.1,19,11,2.89,few clouds
557,Kokkola,FI,63.8385,23.1307,52.03,82,100,11.5,overcast clouds
558,Fort Nelson,CA,58.8053,-122.7002,67.59,40,75,3.44,broken clouds
559,Wingham,CA,43.8879,-81.3114,82.89,85,17,9.19,few clouds
560,Kargasok,RU,59.0556,80.8572,55.0,96,100,9.84,light rain
561,Chicama,PE,-7.8447,-79.1469,59.54,86,5,7.47,clear sky
562,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,75,0,3.44,clear sky
563,Yerofey Pavlovich,RU,53.9667,121.9667,75.22,28,80,3.58,broken clouds
564,Tonj,SS,7.2737,28.6822,73.27,77,48,3.98,scattered clouds
565,Port Augusta,AU,-32.5,137.7667,64.76,48,0,3.87,clear sky
566,Gharo,PK,24.7424,67.5856,89.82,58,8,23.6,clear sky
567,Zhenlai,CN,45.8495,123.2973,82.04,40,68,2.44,broken clouds
568,Bundaberg,AU,-24.85,152.35,72.23,59,45,2.86,scattered clouds
569,Luau,AO,-10.7073,22.2247,54.88,46,0,5.28,clear sky
570,Vetralla,IT,42.3098,12.0784,72.05,55,33,2.68,scattered clouds
571,Mecca,SA,21.4267,39.8261,90.21,24,0,9.24,clear sky
572,Yichang,CN,30.7144,111.2847,97.5,31,97,5.46,overcast clouds
573,Muscat,OM,23.6139,58.5922,100.42,46,8,5.28,clear sky
574,Hermiston,US,45.8404,-119.2895,70.45,46,59,6.91,broken clouds
575,Shemgang,BT,27.2169,90.6579,61.47,99,100,0.76,overcast clouds
576,Pacific Grove,US,36.6177,-121.9166,60.48,79,0,11.5,clear sky
577,Meulaboh,ID,4.1363,96.1285,80.73,73,100,5.77,overcast clouds
578,Iwade,JP,34.25,135.3167,80.49,74,100,13.67,overcast clouds
